Part Number;Req numero;Req status;Req data;qtd;Valor unitario;IGPM acumulado
DCN3-2560;LS5053753T1;Recebida no Solicitante;2005-02;40;25,00;2,29540621
DCN3-2560;LS4138027T1;Recebida no Solicitante;2004-05;100;25,30;2,49171686
DCN3-2560;LS2317003T1;Recebida no Solicitante;2002-12;200;16,38;2,92130363
DCN4-732;RF3107001F3;Recebida no Solicitante;2003-04;200;2,35;2,64972323
DCN4-732;RF2158024F3;Recebida no Solicitante;2002-06;100;3,60;3,46199281
DCN4-8156;RF2129056F3;Recebida no Solicitante;2002-05;200;5,77;3,49072735
DCN4-8156;RF0215049F3;Recebida no Solicitante;2000-08;30;7,50;4,08612747
DCN4-8858;AF1295019GP;Recebida no Solicitante;2001-10;28;0,00;3,61703960
DCN4-8858;AF1079040GP;Recebida no Solicitante;2001-03;28;13,90;3,86127922
DCN4-10209;SP0196308A1;Recebida no Solicitante;2000-07;50;47,00;4,15027967
DCN0-10634;LSF096015T9;Expedida;2012-04;10;16943,00;1,60170541
DCN0-10634;LSD075098T9;Recebida no Solicitante;2010-03;22;10452,27;1,85191968
DCN0-10634;LSB185030T9;Recebida no Solicitante;2008-07;7;22820,60;1,90512630
DCN0-10634;LSB052045T9;Recebida no Solicitante;2008-02;7;7204,00;2,01307151
DCN4-3872;RFC140072R1;Recebida no Solicitante;2009-05;2000;0,17;1,87330567
DCN4-3872;AFC133009A7;Recebida no Solicitante;2009-05;2000;0,19;1,87330567
DCN4-3872;LSB052025T1;Recebida no Solicitante;2008-02;7500;0,11;2,01307151
DCN4-3872;RFA124043F3;Recebida no Solicitante;2007-05;1000;0,18;2,16762825
DCN4-3872;RF4208037T1;Recebida no Solicitante;2004-07;301;0,18;2,42601839
DCN4-3872;RF4142001A6;Recebida no Solicitante;2004-05;1000;0,18;2,49171686
DCN4-3872;AF4103141S2;Recebida no Solicitante;2004-04;500;0,23;2,52186664
DCN4-3872;SP2192301A1;Recebida no Solicitante;2002-08;210;0,69;3,34427339
DCN4-3872;SP2109311A1;Recebida no Solicitante;2002-04;220;0,85;3,51027543
DCN4-3872;SP1313343F5;Recebida no Solicitante;2001-11;500;0,28;3,57485630
DCN4-3872;CP1251001CP;Recebida no Solicitante;2001-09;10000;0,07;3,62825242
DCN4-3872;SP1229301F5;Recebida no Solicitante;2001-08;9500;0,09;3,67832231
DCN4-3872;SP1229302F5;Recebida no Solicitante;2001-08;500;0,09;3,67832231
DCN4-3872;LS1117437C3;Recebida no Solicitante;2001-05;200;0,05;3,80175888
DCN4-3872;SP1096301A1;Recebida no Solicitante;2001-04;5993;0,05;3,83977647
DCN4-3872;RF0219001F3;Recebida no Solicitante;2000-08;10000;0,10;4,08612747
DCN4-3872;LS0213507T9;Recebida no Solicitante;2000-08;1500;0,07;4,08612747
DCN4-3872;LS0084509T9;Recebida no Solicitante;2000-04;3600;0,05;4,20818890
DCN3-10472;SP2264007CF;Recebida no Solicitante;2002-09;50;19,30;3,26844545
DCN4-9927;RF4118601A5;Recebida no Solicitante;2004-04;100;0,63;2,52186664
DCN4-9927;LS3092005T1;Recebida no Solicitante;2003-04;200;0,72;2,64972323
DCN0-4730;SP1040301F5;Recebida no Solicitante;2001-02;76;380,00;3,87016016
DCN0-9718-4;SP6112002A1;Recebida no Solicitante;2006-04;20;1150,00;2,26123443
DCN4-10666;GL5358001CF;Recebida no Solicitante;2005-12;100;3,10;2,27678908
DCN4-10666;GL5197001A3;Recebida no Solicitante;2005-07;100;4,50;2,26482873
DCN1-4107;SP4142314F5;Recebida no Solicitante;2004-05;30;355,00;2,49171686
DCN1-4107;CP1167001CP;Recebida no Solicitante;2001-06;30;60,00;3,76934254
DCN1-4107;SP1151301F5;Recebida no Solicitante;2001-06;19;100,00;3,76934254
DCN1-4107;SP1040302F5;Recebida no Solicitante;2001-02;11;45,00;3,87016016
DCN1-4107;SP9004337F5;Recebida no Solicitante;1999-02;6;45,00;5,09956078
DCN3-4713;GL4149009A3;Recebida no Solicitante;2004-05;52;184,00;2,49171686
DCN4-1668;RF3163602A5;Recebida no Solicitante;2003-06;50;0,57;2,63241228
DCN4-1668;SP1081309A1;Recebida no Solicitante;2001-03;14;0,34;3,86127922
DCN4-9201;LS2262013SS;Recebida no Solicitante;2002-09;1500;4,40;3,26844545
DCN4-5475;GL2135136A3;Recebida no Solicitante;2002-05;10;0,08;3,49072735
DCN4-2676-2;LS2108038T9;Recebida no Solicitante;2002-04;50;17,80;3,51027543
DCN4-2676-2;LS1271940T9;Recebida no Solicitante;2001-09;100;3,40;3,62825242
DCN4-2676-2;LS0084505T9;Recebida no Solicitante;2000-04;150;3,00;4,20818890
DCN4-9860;LSD137018T9;Recebida no Solicitante;2010-05;100;18,90;1,82065471
DCN1-10781;GL6301007CF;Recebida no Solicitante;2006-10;2;576,64;2,22658172
DCN4-1355;RF6102006F3;Recebida no Solicitante;2006-04;150;10,65;2,26123443
DCN4-1355;RF3105012F3;Recebida no Solicitante;2003-04;600;3,40;2,64972323
DCN4-1355;RF2129010F3;Recebida no Solicitante;2002-05;800;5,50;3,49072735
DCN4-7191;SP1151308F5;Recebida no Solicitante;2001-06;80;40,00;3,76934254
DCN3-9972;LS1271936T9;Recebida no Solicitante;2001-09;15;150,00;3,62825242
DCN3-9972;LS0400936T9;Recebida no Solicitante;2000-09;15;122,95;3,99074858
DCN3-9972;LS0095501T9;Recebida no Solicitante;2000-05;40;132,00;4,19853227
DCN3-9972;LS9301501T9;Recebida no Solicitante;1999-11;36;110,00;4,46337805
DCN3-9972;LS9195504T9;Recebida no Solicitante;1999-07;30;85,00;4,74940601
DCN3-10390;RF1153002CF;Recebida no Solicitante;2001-05;100;74,30;3,80175888
DCN1-9944;LS5053249T9;Recebida no Solicitante;2005-02;10;513,00;2,29540621
DCN4-5403;GL3267063A5;Recebida no Solicitante;2003-09;80;3,35;2,66010880
DCN4-9247;RF2282009F3;Recebida no Solicitante;2002-10;200;1,10;3,19184126
DCN4-9247;RF1205004F3;Recebida no Solicitante;2001-07;400;0,07;3,73276148
DCN4-959;RF4131034F3;Recebida no Solicitante;2004-05;28;36,00;2,49171686
DCN4-959;RF8013037F3;Recebida no Solicitante;1999-09;50;19,80;4,60507468
DCN4-959;RF8353010F3;Recebida no Solicitante;1999-02;200;14,00;5,09956078
DCN4-4890;RF2263058A7;Recebida no Solicitante;2002-09;24;4,00;3,26844545
DCN4-6140;RFB077031F3;Recebida no Solicitante;2008-03;200;9,05;2,00245848
DCN4-373;LS5053340T9;Recebida no Solicitante;2005-02;1000;8,20;2,29540621
DCN4-373;LS4058435T9;Recebida no Solicitante;2004-03;100;17,40;2,55036373
DCN3-2357;LS5053263T9;Recebida no Solicitante;2005-02;35;123,48;2,29540621
DCN3-2357;LS1272545T9;Recebida no Solicitante;2001-09;5;246,98;3,62825242
DCN3-2357;CP1272001CP;Recebida no Solicitante;2001-09;25;69,95;3,62825242
DCN3-2357;LS1192014T9;Recebida no Solicitante;2001-07;20;23,29;3,73276148
DCN3-2357;LS0289545T9;Recebida no Solicitante;2000-10;5;61,85;3,94498673
DCN3-2357;LS0139501T9;Recebida no Solicitante;2000-06;5;46,58;4,18555705
DCN3-10439;GL1342003CF;Recebida no Solicitante;2001-12;40;6,90;3,53596073
DCN4-7786;AF1186082A7;Recebida no Solicitante;2001-07;19;0,00;3,73276148
DCN4-7786;AF1079031A7;Recebida no Solicitante;2001-03;19;0,80;3,86127922
DCN4-4205;SP1096304A1;Recebida no Solicitante;2001-04;130;35,40;3,83977647
DCN3-5473;SP1095359A1;Recebida no Solicitante;2001-04;8;125,00;3,83977647
DCN4-7028;EPL221016DQ;Recebida no Solicitante;2018-08;25;9,91;1,09435470
DCN4-7028;AFG183009A7;Recebida no Solicitante;2013-07;200;20,89;1,46914351
DCN4-7028;AF4113006A7;Recebida no Solicitante;2004-04;400;2,40;2,52186664
DCN4-7028;AF3150112A7;Recebida no Solicitante;2003-05;15;7,80;2,62556800
DCN4-7028;AF3107590GA;Recebida no Solicitante;2003-04;200;1,99;2,64972323
DCN4-7028;AF2240542GA;Recebida no Solicitante;2002-08;20;8,50;3,34427339
DCN4-7028;AF2154350A7;Recebida no Solicitante;2002-06;50;7,40;3,46199281
DCN1-10248;LSK153002T9;Empenho Aprovado;2017-06;5;53800,00;1,16836387
DCN1-10248;LSH154055T9;Expedida;2014-06;5;48500,00;1,37251122
DCN1-10248;LSF083010T9;Recebida no Solicitante;2012-03;5;41875,00;1,60859274
DCN1-10248;LSE208004T9;Recebida no Solicitante;2011-11;7;37914,29;1,61776124
DCN1-10248;LSD251023T9;Recebida no Solicitante;2010-09;8;41875,00;1,76779490
DCN1-10248;LSB028518T9;Recebida no Solicitante;2008-01;23;44272,80;2,03501399
DCN1-10248;LS0246014CF;Recebida no Solicitante;2000-08;8;8975,00;4,08612747
DCN4-5184;POG263001A3;Mapa Aprovado;2013-09;100;33,50;1,46313893
DCN4-5184;LS7328157T1;Recebida no Solicitante;1999-10;50;13,90;4,53925548
DCN4-1893;LS5071045T1;Recebida no Solicitante;2005-03;3000;4,70;2,28854059
DCN4-1893;RF3139315R1;Recebida no Solicitante;2003-05;800;5,20;2,62556800
DCN4-4349;LS4132064T9;Recebida no Solicitante;2004-05;100;0,06;2,49171686
DCN4-4349;SP2192312A1;Recebida no Solicitante;2002-08;50;0,10;3,34427339
DCN4-4349;SP1081352A1;Recebida no Solicitante;2001-03;1100;0,08;3,86127922
DCN4-4349;SP0042306A1;Recebida no Solicitante;2000-05;20;0,04;4,19853227
DCN4-4349;LS0082544T9;Recebida no Solicitante;2000-04;120;0,11;4,20818890
DCN3-5065;AF4103151S2;Recebida no Solicitante;2004-04;500;16,50;2,52186664
DCN3-5673;LS4138034T1;Recebida no Solicitante;2004-05;1200;2,09;2,49171686
DCN3-5673;LS3149128T9;Recebida no Solicitante;2003-05;150;6,40;2,62556800
DCN3-5673;LS2261015T9;Recebida no Solicitante;2002-09;100;5,80;3,26844545
DCN3-5673;LS2108029T9;Recebida no Solicitante;2002-04;150;4,80;3,51027543
DCN3-5673;SP1075374A1;Recebida no Solicitante;2001-03;600;0,35;3,86127922
DCN4-10548;AF3270001CF;Recebida no Solicitante;2003-09;50;2,93;2,66010880
DCN4-10496-1;RF3207002F3;Recebida no Solicitante;2003-07;100;22,90;2,65900230
DCN4-5017;RF2282005F3;Recebida no Solicitante;2002-10;200;1,82;3,19184126
DCN4-8241;RF2057003F3;Recebida no Solicitante;2002-02;100;4,80;3,51554274
DCN4-1520-1;GLF076048GG;Recebida no Solicitante;2012-03;2000;20,00;1,60859274
DCN4-1520-1;AFF061001A7;Recebida no Solicitante;2012-03;9000;20,00;1,60859274
DCN4-1520-1;AFE102002A7;Recebida no Solicitante;2011-04;1000;21,96;1,65363667
DCN4-1520-1;RF4208002F3;Recebida no Solicitante;2004-07;1000;23,80;2,42601839
DCN3-1590;RFB063003F3;Recebida no Solicitante;2008-03;200;5,90;2,00245848
DCN3-1590;AF6124004A7;Recebida no Solicitante;2006-05;500;3,37;2,27077167
DCN3-8681;RF4208023T1;Recebida no Solicitante;2004-07;100;13,14;2,42601839
DCN3-8681;RF3105010F3;Recebida no Solicitante;2003-04;200;6,25;2,64972323
DCN3-8681;RF2282033F3;Recebida no Solicitante;2002-10;60;12,10;3,19184126
DCN3-8681;RF2267016S2;Recebida no Solicitante;2002-09;28;11,80;3,26844545
DCN3-8681;RF2267045T1;Recebida no Solicitante;2002-09;40;12,40;3,26844545
DCN3-8681;RF2263011A3;Recebida no Solicitante;2002-09;6;12,40;3,26844545
DCN3-8681;RF2263089C3;Recebida no Solicitante;2002-09;10;12,40;3,26844545
DCN3-8681;RF2263051A7;Recebida no Solicitante;2002-09;17;12,40;3,26844545
DCN3-8681;RF1276206A3;Recebida no Solicitante;2001-10;10;4,20;3,61703960
DCN3-8681;RF1249003F3;Recebida no Solicitante;2001-09;100;5,60;3,62825242
DCN4-1687;AF2067006A7;Recebida no Solicitante;2002-03;52;0,00;3,51343468
DCN4-070;LS1180007U7;Recebida no Solicitante;2001-07;2;90,00;3,73276148
DCN4-070;LS9328501T9;Recebida no Solicitante;1999-12;60;48,00;4,35919333
DCN4-6861;LS4121042GL;Recebida no Solicitante;2004-04;1000;4,85;2,52186664
DCN4-6861;LS1312317GL;Recebida no Solicitante;2001-11;1000;5,10;3,57485630
DCN4-6861;LS0400391GL;Recebida no Solicitante;2000-09;1500;2,20;3,99074858
DCN4-2901;AF4103155S2;Recebida no Solicitante;2004-04;100;2,90;2,52186664
DCN4-7169;LS2140043C3;Recebida no Solicitante;2002-05;20;22,50;3,49072735
DCN3-5956;RF2281007F3;Recebida no Solicitante;2002-10;100;50,20;3,19184126
DCN3-5956;AF2102660S2;Recebida no Solicitante;2002-04;5;43,00;3,51027543
DCN3-5956;CP1314001S2;Recebida no Solicitante;2001-11;27;35,00;3,57485630
DCN3-5956;AF1303662S2;Recebida no Solicitante;2001-11;10;51,96;3,57485630
DCN3-5956;AF1305641S2;Recebida no Solicitante;2001-11;17;51,96;3,57485630
DCN3-5956;RF1248004F3;Recebida no Solicitante;2001-09;80;16,90;3,62825242
DCN3-5956;RF0215103F3;Recebida no Solicitante;2000-08;70;17,00;4,08612747
DCN3-9454;AF2067031A7;Recebida no Solicitante;2002-03;42;0,00;3,51343468
DCN4-5599;SP1081384A1;Recebida no Solicitante;2001-03;1950;0,16;3,86127922
DCN4-7048;AFG183010A7;Recebida no Solicitante;2013-07;100;101,90;1,46914351
DCN4-7048;AFF222033A7;Recebida no Solicitante;2012-08;35;101,90;1,54120905
DCN4-7048;AFC229186A7;Recebida no Solicitante;2009-08;20;67,00;1,88459817
DCN4-7048;AF6116115A7;Recebida no Solicitante;2006-04;30;73,00;2,26123443
DCN4-5407;LSB052001U8;Recebida no Solicitante;2008-02;1900;23,70;2,01307151
DCN4-5407;LS5131002U8;Recebida no Solicitante;2005-05;700;11,22;2,24990278
DCN4-5407;AF9100027T1;Recebida no Solicitante;1999-04;69;9,18;4,78642505
DCN4-1485;LS3288113C3;Recebida no Solicitante;2003-10;20;37,00;2,62908559
DCN3-4703;LS5053270T9;Recebida no Solicitante;2005-02;1200;4,30;2,29540621
DCN3-4703;LS4058417T9;Recebida no Solicitante;2004-02;250;3,42;2,56796124
DCN3-4703;LS3149122T9;Recebida no Solicitante;2003-05;150;12,90;2,62556800
DCN3-4703;LS2108023T9;Recebida no Solicitante;2002-04;150;12,50;3,51027543
DCN4-7307;AF0404805A7;Recebida no Solicitante;2000-09;5;6,50;3,99074858
DCN4-10302;AFA173008A7;Recebida no Solicitante;2007-06;300;12,20;2,16676154
DCN4-10302;AF1164013A7;Recebida no Solicitante;2001-06;150;4,20;3,76934254
DCN4-10302;AF0316001CF;Recebida no Solicitante;2000-11;150;4,20;3,93005253
DCN3-8081;AFA128001H6;Recebida no Solicitante;2007-05;100;194,50;2,16762825
DCN3-8081;AF6136100H6;Recebida no Solicitante;2006-05;20;194,30;2,27077167
DCN3-8081;AF0404948H6;Recebida no Solicitante;2000-09;6;40,00;3,99074858
DCN4-3558;RFA124044F3;Recebida no Solicitante;2007-05;100;1,20;2,16762825
DCN4-3558;LS5053787T1;Recebida no Solicitante;2005-02;3000;1,35;2,29540621
DCN4-3558;LS4096469T1;Recebida no Solicitante;2004-04;3000;1,20;2,52186664
DCN4-3558;LS3161200T1;Recebida no Solicitante;2003-06;1500;1,27;2,63241228
DCN4-3558;LS3132002T1;Recebida no Solicitante;2003-05;600;1,37;2,62556800
DCN4-3558;RF2130016F3;Recebida no Solicitante;2002-05;400;2,50;3,49072735
DCN4-3558;RF2107305R1;Recebida no Solicitante;2002-04;50;2,49;3,51027543
DCN4-3558;SP1081324A1;Recebida no Solicitante;2001-03;210;0,90;3,86127922
DCN4-3558;LS0400121T1;Recebida no Solicitante;2000-09;1100;2,01;3,99074858
DCN4-3558;LS0094002T1;Recebida no Solicitante;2000-05;1300;2,02;4,19853227
DCN4-3558;LS0083506T9;Recebida no Solicitante;2000-04;100;2,02;4,20818890
DCN4-5624;RF4135132F3;Recebida no Solicitante;2004-05;5000;0,18;2,49171686
DCN4-5624;RF2287045F3;Recebida no Solicitante;2002-10;100;2,70;3,19184126
DCN4-5838;RF3267011F3;Recebida no Solicitante;2003-09;150;3,80;2,66010880
DCN4-5838;RF2281014F3;Recebida no Solicitante;2002-10;100;3,90;3,19184126
DCN4-5838;RF1115010F3;Recebida no Solicitante;2001-04;40;7,50;3,83977647
DCN3-4120-4-10;BFM326035AU;Recebida na Comissão;2019-11;200;7,97;1,02846617
DCN3-4120-4-10;BFM106004AU;Recebida no Solicitante;2019-04;210;18,93;1,05509520
DCN3-4120-4-10;BFL304030AU;Recebida no Solicitante;2018-10;120;18,93;1,07047623
DCN3-4120-4-10;QXL281047AU;Recebida no Solicitante;2018-10;345;9,46;1,07047623
DCN3-4120-4-10;BFL241001AU;Recebida no Solicitante;2018-08;120;18,93;1,09435470
DCN3-4120-4-10;GDK304028AU;Recebida no Solicitante;2017-10;24;3,04;1,17805464
DCN3-4120-4-10;LSB311313SS;Recebida no Solicitante;2008-11;600;7,55;1,85791490
DCN3-4120-4-10;LS3220001SS;Recebida no Solicitante;2003-08;500;6,47;2,67021721
DCN3-4120-4-10;LS1312752SS;Recebida no Solicitante;2001-11;500;8,60;3,57485630
DCN4-6941;LSI056119T1;Empenho Aprovado;2015-02;40;127,30;1,35607352
DCN4-6941;RF6343001CF;Recebida no Solicitante;2006-12;100;4,50;2,19966823
DCN4-6941;RFA124001F3;Recebida no Solicitante;2007-05;50;7,00;2,16762825
DCN4-6941;RF2170005F3;Recebida no Solicitante;2002-06;100;4,65;3,46199281
DCN4-1257-3;SPB220070F5;Recebida no Solicitante;2008-08;92;470,00;1,87217600
DCN4-6782;BR2163026R1;Recebida no Solicitante;2002-06;2;4,50;3,46199281
DCN2-4654;RF1115004F3;Recebida no Solicitante;2001-04;200;54,80;3,83977647
DCN2-4654;RF8013069F3;Recebida no Solicitante;2000-03;50;0,00;4,21450118
DCN2-4654;RF9263004F3;Recebida no Solicitante;1999-09;120;113,00;4,60507468
DCN2-4654;CP9103021F3;Recebida no Solicitante;1999-04;100;55,00;4,78642505
DCN3-10330;RF0239002CF;Recebida no Solicitante;2000-08;10000;0,55;4,08612747
DCN4-4811;RF2080015F3;Recebida no Solicitante;2002-03;30;4,00;3,51343468
DCN4-6739;LS6158002U7;Recebida no Solicitante;2006-06;200;2,90;2,26217540
DCN4-6739;RF1305005F3;Recebida no Solicitante;2001-11;400;0,99;3,57485630
DCN3-7464;LS5067152U7;Recebida no Solicitante;2005-03;3000;1,17;2,28854059
DCN3-6914;AF3107485A7;Recebida no Solicitante;2003-04;18;297,00;2,64972323
DCN3-6914;AF2275462A7;Recebida no Solicitante;2002-10;8;150,00;3,19184126
DCN3-6914;AF1078882A7;Recebida no Solicitante;2001-03;10;150,00;3,86127922
DCN4-8147;RF2287065F3;Recebida no Solicitante;2002-10;182;7,80;3,19184126
DCN4-8147;RF0215050F3;Recebida no Solicitante;2000-08;130;8,90;4,08612747
DCN4-10478;SP2236010CF;Recebida no Solicitante;2002-08;500;3,90;3,34427339
DCN4-6178;SP1081400A1;Recebida no Solicitante;2001-03;65;1,26;3,86127922
DCN4-6178;SP1071302A1;Recebida no Solicitante;2001-03;10;1,26;3,86127922
DCN4-6178;SP0035307A1;Recebida no Solicitante;2000-03;24;15,00;4,21450118
DCN4-1829;LSE214001T9;Recebida no Solicitante;2011-08;25;291,20;1,64410895
DCN4-1829;LSA162017T9;Recebida no Solicitante;2007-06;40;215,97;2,16676154
DCN4-1829;LS6228008T9;Recebida no Solicitante;2006-08;10;215,97;2,24130105
DCN4-5936;LS5071067T1;Recebida no Solicitante;2005-03;300;10,60;2,28854059
DCN4-3633;SP4142308F5;Recebida no Solicitante;2004-05;100;1,12;2,49171686
DCN3-10489;SP3018003CF;Recebida no Solicitante;2003-01;10;5040,00;2,81571434
DCN4-5405;SP1151316A3;Recebida no Solicitante;2001-06;10;0,60;3,76934254
DCN3-1853;SP1075364A1;Recebida no Solicitante;2001-03;46;52,90;3,86127922
DCN4-6489;AF0404776A7;Recebida no Solicitante;2000-09;1;30,00;3,99074858
DCN4-5769;AF0404756A7;Recebida no Solicitante;2000-09;1;5,80;3,99074858
DCN4-8918;SPB225065F3;Recebida no Solicitante;2008-08;50;1,80;1,87217600
DCN3-541;RF5144059F3;Recebida no Solicitante;2005-05;50;138,00;2,24990278
DCN3-541;RF4271002F3;Recebida no Solicitante;2004-09;200;33,30;2,36578591
DCN3-541;RF0062001F3;Recebida no Solicitante;2000-03;600;21,40;4,21450118
DCN4-4126;SP4106306A1;Recebida no Solicitante;2004-04;100;5,60;2,52186664
DCN2-6454-1;AFH149004A7;Recebida no Solicitante;2014-05;70;2800,00;1,37072695
DCN2-6454-1;AFG064015A7;Recebida no Solicitante;2013-03;150;2800,00;1,48549533
DCN2-6454-1;AFE085001A7;Recebida no Solicitante;2012-04;147;3114,29;1,60170541
DCN2-6454-1;AFC310025A7;Recebida no Solicitante;2009-11;10;3100,00;1,88255527
DCN2-6454-1;AFC308015A7;Recebida no Solicitante;2009-11;25;3100,00;1,88255527
DCN2-6454-1;AFA192002A7;Recebida no Solicitante;2007-07;16;770,00;2,16114257
DCN2-6454-1;AF5172022A7;Recebida no Solicitante;2005-06;1;2982,00;2,25486348
DCN2-6454-1;CP3263003A7;Recebida no Solicitante;2003-09;7;817,00;2,66010880
DCN2-6454-1;AF3107492A7;Recebida no Solicitante;2003-04;5;187,50;2,64972323
DCN4-8764;RFB083042R1;Recebida no Solicitante;2008-03;100;42,00;2,00245848
DCN2-5678;CP4234001A1;Recebida no Solicitante;2004-08;40;358,40;2,39464850
DCN2-5678;SP2192364A1;Recebida no Solicitante;2002-08;20;107,90;3,34427339
DCN2-5678;SP2109345A1;Recebida no Solicitante;2002-04;20;75,90;3,51027543
DCN2-5678;SP1075357A1;Recebida no Solicitante;2001-03;150;112,90;3,86127922
DCN2-5678;SP0153313A1;Recebida no Solicitante;2000-06;52;103,95;4,18555705
DCN4-9928;SP4142301F5;Recebida no Solicitante;2004-05;100;0,64;2,49171686
DCN4-9618;GL3267081A5;Recebida no Solicitante;2003-09;80;2,40;2,66010880
DCN4-9618;RF3132609A5;Recebida no Solicitante;2003-05;200;0,56;2,62556800
DCN4-6034;SP2109355A1;Recebida no Solicitante;2002-04;10;124,55;3,51027543
DCN4-4313;RF2070007F3;Recebida no Solicitante;2002-03;500;1,24;3,51343468
DCN3-4692;SP1040308F5;Recebida no Solicitante;2001-02;26;17,37;3,87016016
DCN2-4120-3-18-1;LSJ026008SS;Recebida no Solicitante;2016-01;310;2,10;1,23604722
DCN4-4710;RFC106007R1;Recebida no Solicitante;2009-04;1000;0,90;1,87049571
DCN4-4710;SPB221043F5;Recebida no Solicitante;2008-08;1500;0,70;1,87217600
DCN4-4710;LSA162023T9;Recebida no Solicitante;2007-06;1500;0,60;2,16676154
DCN4-4710;LS5053800T1;Recebida no Solicitante;2005-02;1000;0,86;2,29540621
DCN4-4710;LS4139013C3;Recebida no Solicitante;2004-05;2000;0,43;2,49171686
DCN4-4710;LS4138075T1;Recebida no Solicitante;2004-05;1200;0,90;2,49171686
DCN4-4710;LS4132069T9;Recebida no Solicitante;2004-05;800;0,59;2,49171686
DCN4-4710;RF3196302R1;Recebida no Solicitante;2003-07;100;9,90;2,65900230
DCN4-4710;AF3107669U8;Recebida no Solicitante;2003-04;100;3,60;2,64972323
DCN4-4710;SP1313322F5;Recebida no Solicitante;2001-11;100;7,35;3,57485630
DCN4-4710;SP1096310A1;Recebida no Solicitante;2001-04;5000;0,25;3,83977647
DCN4-4710;SP0042359F5;Recebida no Solicitante;2000-05;1000;0,62;4,19853227
DCN3-8913;LS5053296T9;Recebida no Solicitante;2005-02;1600;3,04;2,29540621
DCN3-8913;LS5053763T1;Recebida no Solicitante;2005-02;1000;3,04;2,29540621
DCN3-8913;RF4208004T1;Recebida no Solicitante;2004-07;100;3,73;2,42601839
DCN3-8913;CP4185002T1;Recebida no Solicitante;2004-07;1100;3,73;2,42601839
DCN3-8913;LS4147181T9;Recebida no Solicitante;2004-05;400;3,73;2,49171686
DCN3-8913;LS4138033T1;Recebida no Solicitante;2004-05;100;1,25;2,49171686
DCN3-8913;LS4096455T1;Recebida no Solicitante;2004-04;1000;3,57;2,52186664
DCN3-8913;LS3149243T9;Recebida no Solicitante;2003-05;1000;1,25;2,62556800
DCN3-8913;LS3149131T9;Recebida no Solicitante;2003-05;1000;3,57;2,62556800
DCN3-8913;LS2266004U7;Recebida no Solicitante;2002-09;20;8,50;3,26844545
DCN3-8913;LS2261010T9;Recebida no Solicitante;2002-09;500;8,50;3,26844545
DCN3-8913;LS2108032T9;Recebida no Solicitante;2002-04;1000;2,70;3,51027543
DCN3-8913;LS1235030T9;Recebida no Solicitante;2001-11;100;3,60;3,57485630
DCN3-8913;SP1313340F5;Recebida no Solicitante;2001-11;300;6,10;3,57485630
DCN3-8913;LS1239012U7;Recebida no Solicitante;2001-09;11;2,50;3,62825242
DCN3-8913;LS0290006T1;Recebida no Solicitante;2000-10;300;1,99;3,94498673
DCN3-8913;LS0083502T9;Recebida no Solicitante;2000-04;220;0,90;4,20818890
DCN3-8913;AF9093194A7;Recebida no Solicitante;1999-04;300;0,90;4,78642505
DCN3-8462;AF0404918GP;Recebida no Solicitante;2000-09;1;275,68;3,99074858
DCN4-7262;RF8013043F3;Recebida no Solicitante;1999-09;100;14,70;4,60507468
